,Dialogue,Model,Summary,origin,Annotations,Reference_Summary
183,"Lee: I'm scared and confused. The digital wizard client manager who normally wears only hoodies, just put on a proper dress shirt and a suit jacket.
Lee: The Russians are coming!
Andy: Maybe he has a date after work?
Andy: Possibly with a Russian soldier ;)
Lee: If I'm not mistaken, he has some sort of a client related presentation.
Lee: But it's still weird.
Lee: I've been here for almost 5 months and this is the first time I see something like this. :D
Andy: Take pictures and make fun of him in a couple of weeks :P
Lee: I should.
Lee: Quick picture and post to FB.
Andy: The corporate one!
Lee: Yeah!
Lee: But on a more interesting topic, I went and pre-purchased RoS CE in a temporal break of my brains.
Andy: Digital or the ""real"" one?
Lee: Digital.
Andy: Did it unlock any features already?
Lee: Pet for WoW, some decals for SC2.
Lee: Pre-ordering opened up a hero in a game not yet released. :D
Andy: So basically you got some goodies that you would get anyway by buying it closer to launch date? :P
Lee: Yeah, preorder...
Lee: Wait, wait! Wings! Wings and a Demon Hunter for Heroes of the Storm.
Lee: Although wings not applied yet and I prefer the look of the wings from the original CE.
Lee: <file_other>
Andy: ""or anyone who redeems a Reaper of Souls retail game key on or before March 31"" - so basically what I said :P
Lee: Well yeah but I just took a quick bullet when I still had some money on my account.",gpt3_finetune,"The boss came in dressed up with a suit jacket and t-shirt, which Lee considers unusually strange. Lee's pre-purchased RoS CE and the boss got some goodies in exchange. The boss got wings for WoW and a demon hunter for heroes of the storm. Lee pre-orders some CE not only for the cool toys and little points of interest, but also as a bonus.",SAMSum,"{'The boss came in dressed up with a suit jacket and t-shirt, which Lee considers unusually strange.': [('The boss', 'extrinsic', 'EntE')], ""Lee's pre-purchased RoS CE and the boss got some goodies in exchange."": [('the boss', 'extrinsic', 'EntE')], 'The boss got wings for WoW and a demon hunter for heroes of the storm.': [('The boss', 'extrinsic', 'EntE')], 'Lee pre-orders some CE not only for the cool toys and little points of interest, but also as a bonus.': [('little points of interest', 'extrinsic', 'EntE')]}",The client manager suited up. He has a presentation for a client. Lee pre-ordered the digital RoS CE and got extra in-game content: Wings and a Demon Hunter for Heroes of the Storm.
184,"Lee: I'm scared and confused. The digital wizard client manager who normally wears only hoodies, just put on a proper dress shirt and a suit jacket.
Lee: The Russians are coming!
Andy: Maybe he has a date after work?
Andy: Possibly with a Russian soldier ;)
Lee: If I'm not mistaken, he has some sort of a client related presentation.
Lee: But it's still weird.
Lee: I've been here for almost 5 months and this is the first time I see something like this. :D
Andy: Take pictures and make fun of him in a couple of weeks :P
Lee: I should.
Lee: Quick picture and post to FB.
Andy: The corporate one!
Lee: Yeah!
Lee: But on a more interesting topic, I went and pre-purchased RoS CE in a temporal break of my brains.
Andy: Digital or the ""real"" one?
Lee: Digital.
Andy: Did it unlock any features already?
Lee: Pet for WoW, some decals for SC2.
Lee: Pre-ordering opened up a hero in a game not yet released. :D
Andy: So basically you got some goodies that you would get anyway by buying it closer to launch date? :P
Lee: Yeah, preorder...
Lee: Wait, wait! Wings! Wings and a Demon Hunter for Heroes of the Storm.
Lee: Although wings not applied yet and I prefer the look of the wings from the original CE.
Lee: <file_other>
Andy: ""or anyone who redeems a Reaper of Souls retail game key on or before March 31"" - so basically what I said :P
Lee: Well yeah but I just took a quick bullet when I still had some money on my account.",bart,"Lee bought RoS CE in a temporal break of his brains. It unlocked a pet for WoW, decals for SC2 and a Demon Hunter for Heroes of the Storm.",SAMSum,{},The client manager suited up. He has a presentation for a client. Lee pre-ordered the digital RoS CE and got extra in-game content: Wings and a Demon Hunter for Heroes of the Storm.
185,"Cristina: Hey
Cristina: Do you think we can meet up next week to discuss the shoot?
Gaya: Yes, I just need to double check my schedule
Gaya: If you like we can meet at my studio?
Gaya: It's easier
Cristina: Ok
Cristina: I'm more free on Wednesday and Friday
Gaya: Ok ;)",structure_aware_bart,Cristina and Gaya will meet next week at Gaya's studio to discuss the shoot.,SAMSum,{},Gaya and Cristina are going to meet at Gaya's studio to talk about the photoshoot. Cristina prefers Wednesdays and Fridays.
186,"Cristina: Hey
Cristina: Do you think we can meet up next week to discuss the shoot?
Gaya: Yes, I just need to double check my schedule
Gaya: If you like we can meet at my studio?
Gaya: It's easier
Cristina: Ok
Cristina: I'm more free on Wednesday and Friday
Gaya: Ok ;)",bart,Cristina and Gaya will meet at Gaya's studio next week to discuss the shoot. Cristina is more free on Wednesday and Friday.,SAMSum,{},Gaya and Cristina are going to meet at Gaya's studio to talk about the photoshoot. Cristina prefers Wednesdays and Fridays.
187,"Cristina: Hey
Cristina: Do you think we can meet up next week to discuss the shoot?
Gaya: Yes, I just need to double check my schedule
Gaya: If you like we can meet at my studio?
Gaya: It's easier
Cristina: Ok
Cristina: I'm more free on Wednesday and Friday
Gaya: Ok ;)",gpt3_finetune,Cristina and Gaya arrange a meeting on next Wednesday and Friday at Gaya's studio.,SAMSum,"{""Cristina and Gaya arrange a meeting on next Wednesday and Friday at Gaya's studio."": [('next Wednesday and Friday', 'intrinsic', 'CirE')]}",Gaya and Cristina are going to meet at Gaya's studio to talk about the photoshoot. Cristina prefers Wednesdays and Fridays.
188,"Cristina: Hey
Cristina: Do you think we can meet up next week to discuss the shoot?
Gaya: Yes, I just need to double check my schedule
Gaya: If you like we can meet at my studio?
Gaya: It's easier
Cristina: Ok
Cristina: I'm more free on Wednesday and Friday
Gaya: Ok ;)",pegasus,Cristina and Gaya will meet next week to discuss the shoot. They will meet at Gaya's studio. Cristina is more free on Wednesday and Friday.,SAMSum,{},Gaya and Cristina are going to meet at Gaya's studio to talk about the photoshoot. Cristina prefers Wednesdays and Fridays.
189,"Cristina: Hey
Cristina: Do you think we can meet up next week to discuss the shoot?
Gaya: Yes, I just need to double check my schedule
Gaya: If you like we can meet at my studio?
Gaya: It's easier
Cristina: Ok
Cristina: I'm more free on Wednesday and Friday
Gaya: Ok ;)",condigsum,Cristina and Gaya will meet next week to discuss the shoot. They will meet at Gaya's studio.,SAMSum,{},Gaya and Cristina are going to meet at Gaya's studio to talk about the photoshoot. Cristina prefers Wednesdays and Fridays.
190,"Ronald: How's your weekend?
Julia: Fine I guess...
Ronald: Doesn't sound like you're enjoying it
Julia: Ehh. My parents are having a fight over where should we eat
Julia: And honestly I don't event want to eat with them anymore
Ronald: I'm sorry
Julia: Yup. Me too.
Ronald: Call me when you get back.
Ronald: I've got something to tell you, and I'm sure you're gonna piss rainbows
Julia: Hahaha. I can see the giraffe from Skittles comercial :D
Ronald: Sth like that",structure_aware_bart,Julia's parents are having a fight over where to eat. She doesn't want to eat with them anymore. Ronald will call her when she gets back.,SAMSum,"{'Ronald will call her when she gets back.': [('Ronald', 'intrinsic', 'EntE')]}",Julia will call Ronald when she gets back. He has something to tell her.
191,"Ronald: How's your weekend?
Julia: Fine I guess...
Ronald: Doesn't sound like you're enjoying it
Julia: Ehh. My parents are having a fight over where should we eat
Julia: And honestly I don't event want to eat with them anymore
Ronald: I'm sorry
Julia: Yup. Me too.
Ronald: Call me when you get back.
Ronald: I've got something to tell you, and I'm sure you're gonna piss rainbows
Julia: Hahaha. I can see the giraffe from Skittles comercial :D
Ronald: Sth like that",pegasus,Julia's parents are having a fight over where to eat. She doesn't want to eat with them anymore. Ronald will call her when she gets back.,SAMSum,"{'Ronald will call her when she gets back.': [('Ronald', 'intrinsic', 'EntE')]}",Julia will call Ronald when she gets back. He has something to tell her.
192,"Ronald: How's your weekend?
Julia: Fine I guess...
Ronald: Doesn't sound like you're enjoying it
Julia: Ehh. My parents are having a fight over where should we eat
Julia: And honestly I don't event want to eat with them anymore
Ronald: I'm sorry
Julia: Yup. Me too.
Ronald: Call me when you get back.
Ronald: I've got something to tell you, and I'm sure you're gonna piss rainbows
Julia: Hahaha. I can see the giraffe from Skittles comercial :D
Ronald: Sth like that",gpt3_finetune,Julia's weekend is not too good. The problem with her parents is causing her a lot of problems. She will call Ronald when she gets back.,SAMSum,"{'The problem with her parents is causing her a lot of problems.': [('a lot of problems', 'extrinsic', 'EntE')]}",Julia will call Ronald when she gets back. He has something to tell her.
193,"Ronald: How's your weekend?
Julia: Fine I guess...
Ronald: Doesn't sound like you're enjoying it
Julia: Ehh. My parents are having a fight over where should we eat
Julia: And honestly I don't event want to eat with them anymore
Ronald: I'm sorry
Julia: Yup. Me too.
Ronald: Call me when you get back.
Ronald: I've got something to tell you, and I'm sure you're gonna piss rainbows
Julia: Hahaha. I can see the giraffe from Skittles comercial :D
Ronald: Sth like that",condigsum,Julia's parents are having a fight over where to eat. She doesn't want to eat with them anymore. She will call Ronald when she gets back.,SAMSum,{},Julia will call Ronald when she gets back. He has something to tell her.
194,"Ronald: How's your weekend?
Julia: Fine I guess...
Ronald: Doesn't sound like you're enjoying it
Julia: Ehh. My parents are having a fight over where should we eat
Julia: And honestly I don't event want to eat with them anymore
Ronald: I'm sorry
Julia: Yup. Me too.
Ronald: Call me when you get back.
Ronald: I've got something to tell you, and I'm sure you're gonna piss rainbows
Julia: Hahaha. I can see the giraffe from Skittles comercial :D
Ronald: Sth like that",bart,Julia's parents are having a fight over where to eat. She doesn't want to eat with them anymore. Ronald wants her to call him when she gets back.,SAMSum,{},Julia will call Ronald when she gets back. He has something to tell her.
195,"Mike: Can anybody do the washing up?
Mike: I did it last time
Mike: So now its your turn
Sara: I'll do it
Mike: Ok
Sara: But when I get back
Sara: From the cinema
Sam: You're going to the cinema?? With whom??
Sara: With Jack
Sam: Ahhhh
Sam: I thought that maybe I'll join you
Sara: Not this time ;-)))
Sam: <file_gif>
Sara: xDD",pegasus,"Mike will do the washing up. Sara will do it when she gets back from the cinema. Sam will join Mike and Sara, but not this time.",SAMSum,"{'Mike will do the washing up.': [('Mike', 'intrinsic', 'EntE')], 'Sam will join Mike and Sara, but not this time.': [('Mike', 'intrinsic', 'EntE')]}","Mike wants someone else to do the washing up this time. Sara agrees, but when she returns from the cinema she is at with Jack."
196,"Mike: Can anybody do the washing up?
Mike: I did it last time
Mike: So now its your turn
Sara: I'll do it
Mike: Ok
Sara: But when I get back
Sara: From the cinema
Sam: You're going to the cinema?? With whom??
Sara: With Jack
Sam: Ahhhh
Sam: I thought that maybe I'll join you
Sara: Not this time ;-)))
Sam: <file_gif>
Sara: xDD",structure_aware_bart,Mike has done the washing up last time. Sara will do it when she gets back from the cinema. Sam will join Mike when he gets back.,SAMSum,"{'Sam will join Mike when he gets back.': [('will join', 'extrinsic', 'PredE')]}","Mike wants someone else to do the washing up this time. Sara agrees, but when she returns from the cinema she is at with Jack."
197,"Mike: Can anybody do the washing up?
Mike: I did it last time
Mike: So now its your turn
Sara: I'll do it
Mike: Ok
Sara: But when I get back
Sara: From the cinema
Sam: You're going to the cinema?? With whom??
Sara: With Jack
Sam: Ahhhh
Sam: I thought that maybe I'll join you
Sara: Not this time ;-)))
Sam: <file_gif>
Sara: xDD",condigsum,Sara will do the washing up when she gets back from the cinema with Jack.,SAMSum,{},"Mike wants someone else to do the washing up this time. Sara agrees, but when she returns from the cinema she is at with Jack."
198,"Mike: Can anybody do the washing up?
Mike: I did it last time
Mike: So now its your turn
Sara: I'll do it
Mike: Ok
Sara: But when I get back
Sara: From the cinema
Sam: You're going to the cinema?? With whom??
Sara: With Jack
Sam: Ahhhh
Sam: I thought that maybe I'll join you
Sara: Not this time ;-)))
Sam: <file_gif>
Sara: xDD",gpt3_finetune,Mike asks Sara to do the washing up. Sara and Jack will go to the cinema. Sam thinks he would go with Sara. He declines her offer.,SAMSum,"{'Mike asks Sara to do the washing up.': [('Sara', 'intrinsic', 'EntE')], 'He declines her offer.': [('He', 'n/a', 'CorefE')]}","Mike wants someone else to do the washing up this time. Sara agrees, but when she returns from the cinema she is at with Jack."
199,"Mike: Can anybody do the washing up?
Mike: I did it last time
Mike: So now its your turn
Sara: I'll do it
Mike: Ok
Sara: But when I get back
Sara: From the cinema
Sam: You're going to the cinema?? With whom??
Sara: With Jack
Sam: Ahhhh
Sam: I thought that maybe I'll join you
Sara: Not this time ;-)))
Sam: <file_gif>
Sara: xDD",bart,Sara will do the washing up when she gets back from the cinema with Jack.,SAMSum,{},"Mike wants someone else to do the washing up this time. Sara agrees, but when she returns from the cinema she is at with Jack."
200,"Inga: Hello Ditty! So you are back. Saw the lights last night.
Ditty: Hello Ditty, yes, I came back last night. How are you?
Inga: Didn't want to wake you up this morning. But I've got some mail for you.
Inga: Thanks. We are fine. Just surviving this terrible winter. And you?
Ditty: What mail? Andy was emptying my letter box.
Ditty: Thanks for not waking me up! Still jet-lagged.
Inga: I collected a parcel for you. Just before Xmas.
Ditty: Santa had found me!
Ditty: When are you back from work today?
Ditty: Or is Hans at home in the afternoon?
Ditty: Stupid me. It can wait.
Inga: Am back around 6 pm. As usual.
Inga: Hans is away.
Ditty: OK I'll be home. Just knock and I come over to collect it.
Inga: Fine.
Ditty: Thank you, Inga!",bart,Ditty came back last night. Inga didn't want to wake Ditty up this morning. Andy was emptying Ditty's letter box and Inga collected a parcel for Ditty before Christmas. Hans is away today and will be back around 6 pm. Ditty will collect the parcel,SAMSum,"{'Hans is away today and will be back around 6 pm.': [('will be back', 'extrinsic', 'PredE')]}",Ditty came back last night. Inga has a parcel for Ditty. Inga will be back from work today at 6 p.m. and Ditty will come to collect the parcel. 
